Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,label,Gender_Male,Internet Service_Fiber optic,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,0,1,0,0,1,0,0,0,0,1,74.35,74.35,1,1,1,0,0,0,1,0
0,0,0,46,1,1,1,0,0,0,1,1,93.7,4154.8,1,1,1,0,0,0,1,0
0,0,0,38,1,0,0,1,0,1,1,1,99.25,3777.15,1,1,1,0,0,0,0,0
1,1,0,3,0,0,1,0,0,0,0,1,74.6,239.05,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,70.85,70.85,1,0,1,0,0,0,1,0
1,1,0,57,1,0,1,1,0,0,1,1,95.25,5427.05,1,1,1,0,0,0,0,0
0,0,0,4,1,0,0,0,1,0,0,0,80.8,332.45,1,1,1,0,0,1,0,0
0,0,0,5,0,1,0,0,1,1,0,1,64.35,352.65,0,0,0,0,0,0,1,0
0,0,0,64,1,0,0,1,0,1,1,1,100.05,6254.2,1,0,1,1,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,0,43.95,43.95,0,0,0,0,0,1,0,0
0,1,0,63,0,1,0,1,0,1,1,0,99.7,6330.4,0,1,1,0,1,1,0,0
0,1,0,15,1,0,0,0,0,0,0,1,51.1,711.15,0,0,0,0,0,0,1,0
0,0,0,30,1,1,0,0,1,1,1,0,106.4,3211.9,0,0,1,0,0,0,0,0
0,0,0,57,1,1,1,1,0,1,1,1,112.95,6465.0,1,0,1,0,1,0,0,0
0,0,0,23,1,0,0,1,0,0,0,1,81.0,1917.1,1,1,1,0,0,0,1,0
0,1,0,61,1,0,1,1,0,1,1,1,105.55,6281.45,1,1,1,0,0,0,1,0
0,1,0,63,1,1,0,0,0,1,1,1,99.65,6311.2,0,0,1,1,0,1,0,0
0,0,0,4,0,0,0,0,0,0,1,1,79.9,324.3,1,1,1,0,0,0,1,0
0,0,0,9,0,0,0,0,0,0,0,0,44.95,431.0,1,1,0,0,0,0,0,1
0,0,0,2,0,0,0,0,0,0,0,0,44.65,74.9,1,1,0,0,0,0,0,1
1,0,0,4,1,1,0,0,0,0,0,1,80.25,303.7,0,0,1,0,0,0,1,0
0,1,0,39,0,0,1,0,0,1,0,1,86.3,3266.0,1,1,1,0,0,0,0,1
1,1,1,65,1,0,0,1,1,1,1,1,103.9,6767.1,0,0,1,1,0,0,0,0
0,0,0,72,0,1,1,1,1,0,1,1,73.0,5265.2,0,0,0,0,1,1,0,0
0,1,0,22,0,0,0,0,0,1,0,1,80.0,1706.45,0,0,1,0,0,1,0,0
1,1,0,7,1,0,0,0,0,0,1,1,84.55,646.85,1,0,1,0,0,0,1,0
1,0,0,1,1,0,0,0,0,0,0,1,76.45,76.45,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,70.15,70.15,1,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,1,81.95,81.95,1,0,1,0,0,0,1,0
0,1,0,71,1,1,1,0,1,0,0,0,65.15,4681.75,0,1,0,0,1,0,0,0
0,0,0,22,1,0,0,0,0,0,1,0,83.05,1799.3,0,1,1,0,0,0,1,0
0,1,0,10,0,0,0,0,0,1,0,1,79.95,857.2,1,1,1,0,0,0,1,0
1,0,0,20,1,0,0,0,0,0,1,1,85.8,1727.5,1,0,1,0,0,1,0,0
1,0,0,15,0,0,1,0,0,0,0,1,75.3,1147.45,1,0,1,0,0,1,0,0
0,0,0,26,1,0,0,1,0,1,1,1,98.35,2515.3,1,1,1,0,0,0,1,0
0,1,0,8,1,0,0,0,0,0,1,1,84.9,764.95,1,0,1,0,0,0,1,0
1,1,1,25,0,0,1,1,0,1,1,1,98.5,2514.5,1,0,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,50.45,50.45,1,1,0,0,0,0,1,0
0,1,0,66,1,0,0,1,0,1,0,1,63.3,4189.7,0,1,0,0,1,0,0,0
1,0,0,47,1,0,1,1,0,0,0,1,85.2,3969.35,1,0,1,0,0,0,0,0
0,1,0,1,1,1,0,1,0,1,1,1,102.45,102.45,1,0,1,0,0,0,1,0
1,1,0,72,1,0,1,1,0,1,1,0,105.0,7578.05,0,0,1,1,0,1,0,0
0,0,0,67,1,1,1,1,1,1,1,0,116.2,7752.3,1,1,1,0,1,1,0,0
0,0,0,2,1,0,0,0,0,0,0,1,75.9,143.35,1,0,1,0,0,0,1,0
1,1,0,66,1,0,1,1,0,1,1,1,80.55,5265.1,1,0,0,0,1,0,0,0
0,1,0,39,0,1,0,1,1,1,1,0,80.0,3182.95,1,1,0,1,0,1,0,0
0,0,0,4,1,0,1,0,0,0,1,1,88.95,355.2,1,0,1,0,0,0,1,0
0,1,0,34,1,0,0,1,0,1,1,1,100.05,3480.0,1,1,1,0,0,0,1,0
0,0,0,8,0,0,0,0,0,0,0,1,45.15,438.4,1,1,0,0,0,0,0,1
0,0,0,2,0,0,1,0,1,0,0,1,55.05,102.75,1,0,0,0,0,1,0,0
0,1,1,39,0,0,0,1,1,0,0,1,81.5,3107.3,0,0,1,0,0,0,0,0
1,0,0,51,1,0,0,1,0,1,1,1,97.8,4913.3,1,1,1,0,0,0,1,0
0,1,0,51,0,1,1,1,1,1,1,1,83.85,4307.1,0,1,0,0,1,1,0,0
0,1,0,72,1,0,0,1,0,1,1,1,76.8,5468.45,0,0,0,0,1,0,0,0
0,1,0,13,1,0,0,0,0,0,0,1,74.4,896.75,1,1,1,0,0,1,0,0
0,0,0,30,0,1,1,1,0,0,0,1,84.3,2438.6,0,1,1,0,0,1,0,0
0,1,0,62,0,0,1,1,0,1,1,1,100.15,6283.3,1,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,0,50.55,50.55,1,0,0,0,0,0,1,0
0,1,1,62,1,0,0,1,0,1,0,1,89.1,5411.65,0,1,1,0,1,1,0,0
0,0,0,6,0,0,0,0,0,1,1,0,89.3,577.6,1,0,1,0,0,0,1,0
0,0,0,7,0,0,0,1,1,1,0,0,64.3,445.95,0,1,0,0,0,0,0,0
0,1,0,70,1,1,1,1,1,1,0,0,79.4,5528.9,0,1,0,1,0,0,0,0
0,0,0,3,0,0,0,0,0,1,1,1,89.45,240.45,1,0,1,0,0,0,1,0
1,0,0,37,1,1,1,0,0,1,1,1,106.75,4056.75,1,0,1,0,0,0,0,0
0,1,0,37,1,1,0,1,0,1,1,0,79.25,2911.8,0,1,0,1,0,0,0,1
0,1,0,1,0,0,0,0,0,0,0,1,69.15,69.15,1,1,1,0,0,0,1,0
0,0,0,4,0,0,0,0,0,0,0,1,45.3,196.95,1,0,0,0,0,0,0,1
0,0,0,15,1,0,0,0,0,1,1,1,93.35,1444.65,1,1,1,0,0,0,1,0
0,0,0,1,1,0,0,0,0,1,0,0,84.5,84.5,1,1,1,0,0,0,1,0
0,1,1,7,1,0,0,0,0,0,0,0,48.8,349.8,0,0,0,0,0,0,1,0
0,0,0,4,1,0,1,0,0,1,0,0,89.6,365.65,1,0,1,0,0,0,0,1
0,0,0,69,1,0,0,1,1,1,1,1,106.5,7348.8,1,1,1,0,1,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,69.5,69.5,1,1,1,0,0,0,0,0
0,1,0,1,0,0,0,0,0,1,0,1,80.55,80.55,1,1,1,0,0,0,1,0
0,1,0,72,1,1,0,0,0,0,0,0,80.45,5737.6,0,0,1,0,1,0,0,0
1,0,0,9,1,0,0,0,0,0,1,1,84.45,762.5,1,0,1,0,0,0,1,0
1,0,0,46,0,1,0,0,0,0,1,0,85.0,3969.4,1,1,1,0,0,0,1,0
0,1,0,37,1,0,0,1,1,1,0,0,94.3,3460.95,0,1,1,0,1,0,0,1
0,1,1,72,0,1,0,1,1,1,1,1,80.45,5886.85,0,0,0,0,1,0,0,0
1,1,0,40,1,0,0,0,0,1,1,1,94.55,3640.45,1,0,1,0,0,1,0,0
0,1,0,14,1,1,0,0,0,1,0,1,64.7,941.0,1,0,0,0,0,0,0,0
0,0,0,72,1,1,1,1,1,1,1,0,88.55,6362.35,0,1,0,0,1,1,0,0
0,0,0,41,0,0,1,0,1,1,1,1,99.65,4220.35,0,1,1,0,1,1,0,0
0,0,0,19,1,0,1,0,0,1,1,1,99.95,1931.75,1,1,1,0,0,0,1,0
0,1,0,26,1,0,1,0,1,0,0,1,60.05,1616.15,1,0,0,0,0,0,1,0
0,0,0,72,1,1,1,0,1,1,1,0,86.05,6309.65,0,1,0,0,1,1,0,0
0,1,0,72,1,1,1,1,1,0,1,0,78.85,5763.15,0,1,0,0,1,0,0,0
1,1,0,53,1,1,0,0,1,0,0,1,60.05,3229.65,1,1,0,1,0,0,1,0
0,1,0,36,1,0,1,1,0,1,0,1,97.35,3457.9,1,0,1,0,0,0,0,0
0,1,0,17,1,1,0,1,0,1,1,1,104.2,1743.5,1,0,1,0,0,0,1,0
0,1,0,52,1,0,1,0,1,0,0,0,61.35,3169.55,0,1,0,0,0,0,0,0
0,1,0,67,1,1,0,1,0,1,1,1,79.7,5293.4,1,1,0,0,1,0,1,0
0,0,0,1,1,0,1,0,0,1,1,1,100.25,100.25,1,0,1,0,0,1,0,0
0,1,0,59,1,0,0,1,0,1,1,1,99.5,5961.1,1,1,1,1,0,0,0,0
0,1,0,1,0,1,0,1,0,0,0,0,55.7,55.7,0,1,0,0,0,0,0,1
1,1,0,58,1,0,0,0,1,1,1,1,100.4,5749.8,0,0,1,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,68.95,119.75,1,0,1,0,0,0,1,0
0,0,0,2,0,0,0,1,0,0,1,0,60.85,111.4,0,0,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,74.25,74.25,1,1,1,0,0,0,0,1
1,1,0,65,1,1,0,1,0,1,1,0,105.25,6786.4,1,0,1,0,0,0,0,0
0,0,0,6,0,0,1,0,0,0,1,1,84.4,556.35,1,1,1,0,0,0,1,0
0,0,0,29,1,1,1,0,1,0,0,0,67.45,1801.1,0,0,0,0,0,0,0,1
0,0,0,13,0,0,0,0,0,0,1,1,80.85,1008.7,1,1,1,0,0,0,1,0
0,1,1,14,0,1,1,0,0,1,0,1,65.45,937.6,1,1,0,0,0,0,1,0
0,0,0,20,1,1,0,0,0,1,0,1,89.1,1879.25,0,0,1,0,0,0,0,0
1,0,0,8,1,0,0,1,0,1,1,0,101.35,780.5,1,0,1,0,0,0,1,0
1,0,0,22,1,0,0,0,0,0,0,1,74.4,1692.6,1,0,1,0,0,0,0,0
0,0,0,3,1,0,1,1,0,1,1,1,105.35,323.25,1,1,1,0,0,0,0,0
0,1,0,33,0,0,0,1,0,1,1,1,95.8,3036.75,1,1,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,69.55,69.55,1,0,1,0,0,0,0,1
0,0,0,23,1,1,0,0,0,1,0,1,90.05,2169.8,1,0,1,0,0,0,0,0
0,0,0,6,1,0,0,0,1,0,1,1,87.95,522.35,0,1,1,0,0,0,0,0
0,0,1,8,1,0,0,0,0,0,1,0,84.5,662.65,1,1,1,0,0,0,0,0
0,1,1,72,1,1,1,1,1,1,1,1,112.6,8126.65,0,1,1,0,1,1,0,0
0,1,1,70,1,0,1,1,1,1,1,1,110.2,7689.8,0,0,1,0,1,0,1,0
0,0,0,2,0,0,0,0,0,0,0,0,45.85,81.0,1,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,1,44.0,44.0,0,0,0,0,0,0,0,1
0,0,0,3,1,0,0,0,0,0,0,0,75.0,209.1,1,1,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,68.65,68.65,1,0,1,0,0,0,1,0
1,1,0,1,1,0,0,1,0,1,1,1,100.8,100.8,1,0,1,0,0,0,1,0
0,1,0,68,1,1,1,1,0,1,1,1,110.8,7553.6,0,0,1,0,1,0,0,0
0,0,0,22,0,0,1,1,0,1,0,1,89.4,2001.5,1,1,1,0,0,0,1,0
0,1,0,48,1,1,1,0,0,1,1,1,103.25,5037.55,1,0,1,1,0,1,0,0
0,1,0,18,0,0,0,1,0,0,0,1,49.55,878.35,1,1,0,0,0,0,0,1
0,0,0,4,0,1,1,0,1,0,0,1,60.4,272.15,1,0,0,0,0,0,0,1
0,0,0,1,1,0,0,1,0,1,1,1,99.75,99.75,1,1,1,0,0,0,1,0
1,0,0,47,1,0,0,0,0,1,0,1,86.05,3865.6,0,1,1,0,0,1,0,0
1,0,0,8,1,0,0,1,0,0,0,1,81.25,585.95,1,1,1,0,0,0,1,0
1,0,0,64,1,1,1,0,0,1,1,1,103.5,6548.65,0,1,1,0,0,0,0,0
0,1,0,59,1,1,1,0,1,0,0,0,65.5,3801.3,0,0,0,1,0,0,0,1
1,0,0,38,0,0,1,1,1,1,0,1,70.15,2497.35,1,1,0,1,0,1,0,0
0,1,1,8,1,1,1,0,1,0,1,1,76.15,645.8,0,1,0,0,1,1,0,0
0,1,0,25,0,1,1,0,1,0,1,1,71.05,1837.7,0,0,0,0,0,0,0,1
0,1,0,54,1,0,1,0,1,1,0,1,70.7,3770.0,0,1,0,1,0,0,1,0
0,0,0,40,1,0,1,1,0,1,1,1,102.65,4108.15,0,1,1,0,0,0,0,1
0,0,0,9,0,0,0,0,0,0,0,0,71.0,672.55,1,0,1,0,0,0,1,0
1,0,0,19,1,1,0,0,0,1,0,1,90.6,1660.0,1,1,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,1,50.75,50.75,1,1,0,0,0,0,1,0
0,0,0,1,1,0,0,0,0,0,0,1,50.1,50.1,0,0,0,0,0,0,1,0
1,0,0,45,0,1,0,1,0,0,1,0,62.7,2791.5,1,1,0,1,0,1,0,0
0,1,0,40,1,0,0,0,1,0,0,1,78.85,3126.85,0,0,1,0,0,1,0,0
0,1,0,9,0,0,1,1,1,1,0,1,94.85,890.6,1,1,1,0,0,0,0,1
0,1,0,71,1,0,1,1,0,1,1,1,105.7,7472.15,0,1,1,1,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,69.8,69.8,1,0,1,0,0,0,1,0
0,0,0,58,1,0,0,0,1,0,0,0,80.65,4807.35,0,1,1,0,0,0,0,0
0,1,0,31,1,0,0,1,1,1,1,1,79.3,2484.0,0,1,0,1,0,0,0,1
0,1,1,28,1,0,0,0,1,0,1,1,90.45,2509.25,0,0,1,1,0,0,1,0
0,1,0,68,1,1,1,1,1,1,1,1,91.7,6424.7,0,0,0,0,1,0,1,0
0,1,0,5,0,0,0,1,0,1,1,1,94.45,498.1,1,1,1,0,0,0,1,0
0,1,0,23,1,0,1,0,1,0,0,0,59.7,1414.2,0,1,0,0,1,0,0,1
0,1,0,50,1,0,0,1,0,1,1,0,75.7,3876.2,0,0,0,1,0,0,0,0
0,0,0,9,0,0,0,0,0,1,0,1,77.65,714.15,1,0,1,0,0,0,0,0
0,1,0,18,0,1,0,0,0,0,0,0,74.8,1438.05,0,0,1,0,0,0,1,0
0,0,0,16,1,0,0,1,0,0,1,1,65.2,1043.35,1,0,0,0,0,1,0,0
0,1,1,55,1,1,0,1,1,1,1,1,85.1,4657.95,0,0,0,0,1,0,0,0
1,0,0,6,1,0,1,0,0,1,1,1,98.25,560.6,1,0,1,0,0,0,1,0
1,1,0,17,0,0,1,0,0,0,0,1,76.45,1233.4,1,1,1,0,0,0,1,0
1,0,0,44,1,1,1,1,0,1,1,1,109.8,4860.35,0,0,1,1,0,1,0,0
0,1,0,3,0,0,0,1,0,0,0,1,50.15,168.15,1,1,0,0,0,0,1,0
0,1,0,63,1,1,1,1,0,1,0,1,100.55,6215.35,1,0,1,0,0,0,1,0
0,1,1,54,1,1,1,0,0,1,1,1,104.1,5645.8,0,0,1,0,0,0,0,0
0,0,0,12,1,0,0,0,0,1,0,1,84.45,1059.55,1,1,1,0,0,0,1,0
0,0,0,30,1,1,1,1,1,0,0,1,95.0,2852.4,0,1,1,0,0,1,0,0
1,0,0,32,0,0,1,0,1,0,0,0,54.65,1830.1,0,0,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,1,44.65,322.5,0,1,0,0,0,0,0,0
0,0,0,7,0,0,0,0,0,0,0,0,69.15,488.65,0,1,1,0,0,0,0,0
1,1,0,32,1,0,1,1,0,0,1,1,93.5,2970.8,0,1,1,0,0,0,1,0
0,1,1,67,0,0,1,1,1,1,1,0,103.15,6895.5,0,1,1,0,1,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,78.45,78.45,1,0,1,0,0,0,1,0
1,1,0,71,1,1,1,0,0,1,1,1,105.1,7548.1,1,1,1,0,0,1,0,0
0,1,0,1,1,0,0,0,0,0,0,1,74.6,74.6,1,1,1,0,0,0,0,0
0,1,0,11,1,0,0,0,0,1,1,1,94.0,1078.9,1,0,1,0,0,0,1,0
1,0,0,42,1,0,0,0,0,1,0,1,84.65,3541.35,1,0,1,0,0,0,1,0
0,0,0,29,1,0,1,0,0,0,0,1,55.25,1620.2,0,0,0,1,0,0,1,0
0,1,1,65,0,1,1,1,0,0,0,0,61.35,3874.1,0,0,0,1,0,0,0,0
0,0,0,16,0,0,1,1,0,0,1,1,93.2,1573.7,1,0,1,0,0,1,0,0
0,1,1,72,0,1,1,1,1,1,1,1,109.5,7854.9,0,0,1,0,1,1,0,0
1,0,0,1,0,0,0,0,0,0,0,1,70.15,70.15,1,0,1,0,0,0,1,0
0,1,0,38,1,0,0,1,1,0,1,0,69.0,2669.45,0,1,0,1,0,1,0,0
0,1,0,27,1,1,0,0,1,1,1,0,80.85,2204.35,0,1,0,1,0,0,0,1
0,1,0,18,0,0,0,1,0,1,1,1,95.95,1745.5,0,0,1,0,0,1,0,0
0,0,0,13,1,0,1,1,1,0,0,0,89.4,1132.35,1,0,1,0,0,0,1,0
1,1,0,26,0,0,1,0,0,0,1,0,84.95,2169.75,1,0,1,0,0,0,1,0
0,1,0,4,1,0,0,1,0,1,1,0,101.15,385.9,1,1,1,0,0,0,1,0
1,1,0,6,0,0,1,0,0,0,1,1,84.2,519.15,1,1,1,0,0,0,1,0
0,1,0,71,1,0,1,1,1,1,1,1,83.3,5894.5,0,0,0,0,1,1,0,0
0,0,0,9,1,0,0,0,0,0,0,1,76.85,663.55,0,0,1,0,0,0,1,0
0,0,0,8,0,0,0,0,0,0,0,1,70.1,551.35,1,1,1,0,0,0,0,1
0,1,1,32,0,1,1,1,1,0,1,0,76.3,2404.15,0,0,0,0,0,0,0,0
0,0,0,3,1,0,0,1,0,1,1,1,101.55,298.35,1,1,1,0,0,0,0,0
0,0,0,4,1,1,0,0,0,1,0,0,90.65,367.95,0,1,1,0,0,0,1,0
0,1,0,53,0,0,0,1,0,1,1,1,94.85,5000.2,1,0,1,1,0,0,0,0
0,0,0,67,0,0,0,0,1,0,0,0,50.55,3260.1,0,1,0,0,1,0,0,0
0,1,1,68,0,1,1,1,0,1,1,1,103.25,7074.4,0,1,1,0,1,1,0,0
0,0,0,37,1,0,0,0,1,1,1,0,100.3,3541.4,0,0,1,0,0,1,0,0
0,0,0,48,1,0,1,1,1,1,0,1,73.85,3581.4,0,0,0,1,0,0,0,0
0,0,0,4,0,0,0,0,0,0,0,0,70.4,281.0,1,0,1,0,0,0,1,0
0,0,0,36,1,0,0,0,0,0,1,1,84.75,3050.15,1,1,1,0,0,0,1,0
1,1,0,65,1,0,1,1,0,1,1,1,108.8,7082.45,0,0,1,0,0,0,0,0
0,0,0,30,0,0,0,0,0,1,1,1,90.25,2755.35,1,1,1,0,0,0,1,0
0,0,0,28,0,1,0,0,0,0,0,1,74.9,2068.55,1,1,1,0,0,0,0,0
0,0,0,22,0,0,1,1,0,1,0,0,65.25,1441.8,0,0,0,1,0,0,0,0
0,1,0,71,1,1,1,1,1,1,1,0,90.35,6325.25,0,1,0,0,1,0,1,0
1,0,0,27,1,0,0,0,0,0,1,1,85.25,2287.25,1,0,1,0,0,0,1,0
0,0,0,3,0,0,0,0,0,1,0,0,55.15,159.15,1,1,0,0,0,0,0,1
1,0,0,5,0,0,1,0,0,1,0,1,84.7,392.5,0,0,1,0,0,0,1,0
1,1,0,68,1,0,1,1,0,1,1,1,105.3,7299.65,1,1,1,0,0,0,1,0
0,0,0,72,1,1,1,1,1,1,1,0,86.65,6224.8,0,1,0,0,1,0,0,0
1,1,0,60,0,1,1,1,1,0,1,1,74.85,4456.35,0,0,0,1,0,1,0,0
0,0,0,65,1,1,0,1,1,1,1,1,110.0,7138.65,0,1,1,1,0,1,0,0
1,0,0,1,0,0,0,0,0,1,0,1,79.2,79.2,1,0,1,0,0,0,1,0
0,0,0,22,1,0,0,0,1,1,0,1,90.0,1993.8,1,0,1,0,0,0,1,0
0,0,0,69,1,0,0,1,1,1,1,0,104.0,7028.5,0,0,1,0,1,0,1,0
0,0,0,25,0,1,0,0,1,1,1,1,76.15,1992.95,0,0,0,0,0,1,0,0
0,1,0,72,1,1,0,1,1,1,0,1,98.2,7015.9,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,79.9,79.9,1,1,1,0,0,0,1,0
0,0,0,12,1,1,0,0,0,0,0,1,78.3,909.25,1,0,1,0,0,0,1,0
0,1,1,11,1,1,0,0,0,1,0,1,65.15,723.35,0,1,0,0,0,0,0,0
0,1,0,14,1,0,0,0,0,1,0,1,86.1,1235.55,1,1,1,0,0,0,1,0
0,0,0,4,0,0,0,0,0,1,0,1,56.4,234.85,0,1,0,0,0,0,1,0
0,1,0,13,0,0,0,0,0,1,1,0,88.35,1222.8,1,0,1,0,0,0,1,0
0,0,0,10,0,1,0,0,1,1,0,0,62.25,612.95,0,1,0,0,0,0,0,0
0,0,0,49,0,0,0,1,1,1,1,1,74.45,3721.9,0,0,0,0,1,0,0,0
0,1,0,50,1,0,1,1,0,1,1,1,103.85,5017.9,1,1,1,0,0,0,0,0
0,0,0,12,0,0,0,1,1,0,1,1,89.4,1095.65,1,0,1,0,0,0,1,0
0,1,0,35,0,1,1,1,0,0,0,0,61.0,2130.45,0,1,0,0,0,0,0,1
0,1,0,43,0,1,0,1,1,1,1,1,78.8,3460.3,0,0,0,0,1,0,1,0
0,1,0,14,0,0,1,1,1,1,1,0,81.95,1181.75,0,1,0,0,1,0,0,1
0,0,0,48,0,1,0,1,1,0,0,1,60.35,2896.4,1,0,0,1,0,1,0,0
0,1,1,28,0,1,0,0,0,0,1,1,82.85,2320.8,0,0,1,1,0,0,0,0
0,1,1,25,1,0,0,0,1,0,0,1,55.1,1466.1,0,1,0,1,0,0,0,1
1,0,0,55,1,0,0,1,0,1,1,1,100.15,5409.75,0,0,1,1,0,0,1,0
1,0,0,55,1,0,0,1,0,1,1,1,100.0,5509.3,1,0,1,1,0,0,1,0
0,0,0,48,1,1,1,1,0,1,1,1,83.45,3887.85,0,0,0,1,0,1,0,0
1,1,0,30,1,1,1,1,1,1,0,1,105.7,3181.8,0,1,1,0,0,0,0,0
0,0,0,21,0,0,1,1,0,0,1,1,90.05,1862.9,0,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,1,79.95,79.95,1,1,1,0,0,0,1,0
0,1,0,17,0,0,0,0,0,0,0,1,70.4,1214.05,1,1,1,0,0,0,0,0
0,0,0,5,1,0,1,0,0,0,1,1,64.0,370.25,0,0,0,0,0,0,1,0
1,0,0,45,1,0,0,0,0,1,1,1,93.9,4200.25,0,1,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,44.4,44.4,1,1,0,0,0,0,0,1
1,0,0,45,1,0,0,1,0,1,1,1,100.15,4459.8,0,0,1,1,0,0,0,0
0,1,0,70,1,0,1,1,1,1,1,1,84.8,5917.55,0,0,0,0,1,0,0,0
0,1,1,71,0,1,1,1,0,1,1,1,104.65,7288.4,0,1,1,1,0,0,0,0
1,1,0,72,1,1,1,1,1,1,1,1,116.05,8404.9,0,1,1,0,1,0,0,0
0,0,0,7,0,0,0,0,0,1,0,1,79.0,522.95,1,0,1,0,0,0,1,0
0,0,0,51,1,0,1,1,1,1,1,1,111.5,5703.25,0,0,1,1,0,0,1,0
0,0,0,1,0,0,0,0,0,1,0,1,54.65,54.65,0,0,0,0,0,0,1,0
0,1,0,50,1,1,1,0,0,0,1,1,94.4,4914.9,0,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0,0,1,70.1,70.1,1,0,1,0,0,0,1,0
1,0,0,27,1,0,0,1,0,0,1,0,88.3,2467.75,1,0,1,0,0,1,0,0
1,1,0,1,1,1,0,0,0,0,0,1,80.3,80.3,1,1,1,0,0,0,1,0
1,0,0,5,0,0,0,0,0,1,1,1,91.4,449.75,1,1,1,0,0,0,1,0
0,0,0,68,0,1,1,1,1,1,1,1,82.45,5646.6,0,0,0,0,1,1,0,0
0,0,1,57,1,1,1,1,1,1,1,0,89.55,5012.35,0,1,0,0,1,0,0,1
0,0,0,11,0,0,0,0,1,1,1,0,70.5,829.3,0,0,0,0,0,0,0,1
0,1,0,21,1,0,1,1,0,1,1,0,104.4,2157.95,1,1,1,0,0,0,1,0
0,1,1,72,1,1,1,1,1,1,1,1,116.8,8456.75,0,0,1,0,1,1,0,0
0,1,0,63,1,0,1,1,0,1,1,1,103.4,6603.0,1,1,1,0,0,0,1,0
1,0,0,19,1,0,1,0,0,1,0,1,88.2,1775.8,1,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,70.3,70.3,1,0,1,0,0,0,1,0
0,0,0,3,0,0,0,0,0,0,0,1,69.55,222.3,1,0,1,0,0,0,0,0
1,0,0,13,1,0,0,0,0,1,1,1,95.05,1290.0,1,0,1,0,0,0,1,0
1,1,0,70,1,0,1,0,1,1,1,1,104.45,7349.35,0,0,1,0,1,0,0,0
1,1,0,66,1,0,1,1,0,1,1,0,104.6,6819.45,0,0,1,1,0,1,0,0
0,1,1,31,1,1,0,1,1,0,0,0,89.3,2823.0,0,1,1,0,0,0,1,0
0,1,0,50,1,0,0,0,1,1,1,0,99.4,5059.75,0,1,1,1,0,0,1,0
0,0,0,1,1,0,0,0,0,1,1,1,94.6,94.6,1,0,1,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,1,45.05,45.05,1,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,1,69.6,69.6,1,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0,0,0,0,0,50.65,50.65,1,1,0,0,0,0,0,1
0,1,1,8,0,0,0,0,0,0,0,0,44.65,369.15,0,1,0,0,0,0,0,0
0,1,0,26,0,0,0,0,1,0,1,0,85.9,2196.45,0,0,1,0,0,1,0,0
0,0,0,12,1,0,0,0,1,1,1,1,75.85,854.45,0,0,0,1,0,0,0,1
0,0,0,1,0,0,0,0,0,0,1,1,56.25,56.25,1,0,0,0,0,0,1,0
0,0,0,67,1,1,1,1,1,1,1,1,118.35,7804.15,1,1,1,1,0,0,0,0
0,1,0,17,1,1,0,0,0,0,0,0,78.9,1348.95,0,0,1,0,0,0,1,0
0,0,0,28,0,0,0,0,0,0,1,1,80.6,2244.95,0,0,1,0,0,0,1,0
0,0,0,22,1,1,0,0,0,1,1,1,101.35,2317.1,1,1,1,0,0,0,0,0
0,0,0,2,0,0,0,1,1,1,1,0,76.4,160.8,1,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,0,0,0,1,54.9,54.9,1,0,0,0,0,0,1,0
0,0,0,8,0,1,0,1,0,0,1,1,66.7,579.0,0,1,0,0,0,0,1,0
1,1,1,47,0,0,1,0,0,1,0,1,84.95,4018.05,0,1,1,1,0,0,0,0
0,0,0,1,0,0,0,1,0,0,0,1,50.45,50.45,1,0,0,0,0,0,0,1
